Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille
H;53;Marie;Exerce profession;Non concerne;Non;7;2;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;42;Marie;Exerce profession;Profession intermediaire;Non;1;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;37;Marie;Autre inactif;Employe de bureau;Non;4;2;Oui;Oui;Non;120;Non;0;Non;Oui;Pas assez
F;20;Celibataire;Chomeur;Employe de bureau;Non;3;0;Non;Non;Non;0;Non;0;Non;Oui;Comme il faut
H;80;Veuf;Retraite;Non concerne;Non;2;1;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
H;49;Divorce;Autre inactif;Non concerne;Non;6;0;Non;Non;Non;480;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Technicien;Non;3;1;Oui;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;73;Marie;Retraite;Cadre;Non;5;0;Oui;Non;Non;360;Non;0;Non;Non;Comme il faut
F;57;Marie;Retraite;Non concerne;Non;2;2;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;33;Marie;Exerce profession;Non concerne;Non;1;0;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Employe de bureau;Non;1;2;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
F;26;Celibataire;Exerce profession;Employe de bureau;Non;1;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;54;Veuf;Exerce profession;Employe de bureau;Non;2;4;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;39;Marie;Exerce profession;Non concerne;Non;4;2;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;45;Divorce;Exerce profession;Technicien;Non;2;2;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;32;Celibataire;Autre inactif;Cadre;Non;13;1;Oui;Oui;Oui;60;Non;0;Non;Oui;Pas assez
F;76;Divorce;Retraite;Technicien;Non;4;0;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;63;Marie;Au foyer;Non concerne;Non;4;3;Oui;Non;Oui;120;Non;0;Non;Non;Pas assez
H;77;Veuf;Au foyer;Non concerne;Non;3;4;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;40;Marie;Exerce profession;Cadre;Non;5;3;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Cadre;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;47;Celibataire;Exerce profession;Cadre;Non;0;2;Oui;Oui;Non;120;Non;42,86;Non;Non;Comme il faut
H;79;Marie;Retraite;Ouvrier qualifie;Non;3;2;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
H;48;Marie;Chomeur;Ouvrier qualifie;Non;6;3;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;58;Marie;Autre inactif;Non concerne;Non;5;5;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
H;31;Divorce;Exerce profession;Technicien;Non;3;0;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;69;Celibataire;Au foyer;Non concerne;Non;1;0;Non;Non;Non;60;Non;180;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Ouvrier qualifie;Non;6;1;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;64;Divorce;Retraite;Employe de bureau;Non;5;1;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;53;Marie;Autre inactif;Employe de bureau;Non;4;3;Non;Non;Non;120;Non;0;Non;Non;Pas assez
H;50;Marie;Autre inactif;Non concerne;Non;4;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;49;Divorce;Exerce profession;Non concerne;Non;2;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;70;Veuf;Retraite;Profession intermediaire;Non;4;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;34;Celibataire;Etudiant;Employe de bureau;Reprise de formation;2;0;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;65;Marie;Retraite;Cadre;Non;1;1;Oui;Non;Oui;300;Non;0;Non;Non;Comme il faut
F;69;Marie;Retraite;Employe de bureau;Non;0;3;Oui;Non;Non;300;Non;0;Non;Non;Comme il faut
H;39;Marie;Exerce profession;Profession intermediaire;Non;2;2;Non;Oui;Oui;60;Oui;68,57;Non;Oui;Comme il faut
H;50;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Non;Oui;120;Non;0;Non;Non;Pas assez
H;18;Celibataire;Etudiant;Autre;formation initiale;1;0;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;46;Marie;Exerce profession;Ouvrier qualifie;Non;8;2;Non;Non;Non;300;Non;0;Non;Non;Pas assez
F;40;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;53;Marie;Autre inactif;Employe de bureau;Non;2;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;59;Divorce;Retraite;Employe de bureau;Non;3;3;Oui;Oui;Non;0;Non;0;Non;Oui;Comme il faut
F;40;Marie;Exerce profession;Cadre;Non;0;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;45;Veuf;Exerce profession;Non concerne;Non;4;4;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Employe de bureau;Non;5;1;Oui;Oui;Oui;240;Non;0;Non;Non;Comme il faut
H;57;Marie;Exerce profession;Non concerne;Non;3;3;Non;Non;Non;120;Non;60;Non;Non;Comme il faut
H;55;Marie;Exerce profession;Non concerne;Non;5;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;73;Veuf;Retraite;Employe de bureau;Non;0;3;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;37;Celibataire;Exerce profession;Cadre;Non;7;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;67;Marie;Au foyer;Non concerne;Non;8;1;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;19;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Oui;120;Non;0;Non;Oui;Pas assez
H;52;Marie;Exerce profession;Cadre;Non;6;3;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;42;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;180;Non;17,14;Non;Non;Comme il faut
F;55;Marie;Autre inactif;Employe de bureau;Non;4;3;Oui;Non;Non;120;Non;120;Non;Non;Comme il faut
F;74;Divorce;Retraite;Profession intermediaire;Non;1;3;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;60;Marie;Retraite;Profession intermediaire;Non;1;0;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
H;19;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;17,14;Non;0;Oui;Non;Comme il faut
H;31;Marie;Exerce profession;Autre;Non;3;0;Oui;Non;Non;25,71;Non;0;Non;Non;Comme il faut
H;63;Marie;Retraite;Profession intermediaire;Non;0;3;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;77;Marie;Au foyer;Non concerne;Non;1;1;Non;Oui;Non;34,29;Non;0;Non;Non;Comme il faut
H;29;Marie;Exerce profession;Technicien;Non;5;1;Oui;Non;Oui;25,71;Non;0;Oui;Non;Comme il faut
H;61;Marie;Retraite;Ouvrier qualifie;Non;4;3;Oui;Oui;Oui;180;Non;0;Non;Oui;Trop
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;77;Veuf;Retraite;Ouvrier qualifie;Non;4;4;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;24;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;78;Celibataire;Retraite;Employe de bureau;Non;1;0;Oui;Non;Oui;240;Non;0;Non;Non;Comme il faut
F;65;Veuf;Retraite;Employe de bureau;Non;3;1;Oui;Non;Oui;180;Non;0;Non;Oui;Pas assez
F;31;Marie;Exerce profession;Employe de bureau;Reprise de formation;2;2;Oui;Oui;Oui;120;Non;0;Non;Oui;Pas assez
F;31;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Non;0;Non;0;Non;Oui;Pas assez
H;47;Marie;Exerce profession;Technicien;Non;3;2;Non;Non;Non;300;Non;0;Oui;Non;Comme il faut
F;24;Celibataire;Autre inactif;Ouvrier specialise;Non;4;2;Oui;Oui;Oui;180;Non;0;Non;Oui;Pas assez
H;48;Divorce;Exerce profession;Ouvrier qualifie;Non;6;3;Oui;Oui;Non;60;Non;0;Non;Non;Pas assez
F;45;Marie;Exerce profession;Ouvrier specialise;Non;9;2;Non;Non;Non;34,29;Non;0;Non;Non;Comme il faut
H;68;Marie;Retraite;Technicien;Non;1;2;Oui;Non;Oui;300;Non;0;Non;Non;Pas assez
H;56;Marie;Retraite;Ouvrier qualifie;Non;9;7;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;56;Marie;Retraite;Cadre;Non;5;1;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Chomeur;Ouvrier qualifie;Non;1;0;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
H;36;Marie;Exerce profession;Non concerne;Non;1;2;Oui;Non;Non;60;Non;0;Non;Oui;Comme il faut
F;19;Celibataire;Etudiant;Non concerne;formation initiale;5;0;Non;Oui;Oui;360;Non;0;Non;Non;Pas assez
F;54;Marie;Autre inactif;Employe de bureau;Non;7;2;Non;Non;Non;34,29;Non;180;Non;Oui;Comme il faut
H;60;Marie;Retraite;Autre;Non;1;2;Non;Oui;Non;240;Non;0;Non;Non;Pas assez
H;80;Marie;Au foyer;Non concerne;Non;3;5;Non;Non;Non;120;Non;60;Non;Oui;Comme il faut
F;40;Celibataire;Exerce profession;Employe de bureau;Non;6;3;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;52;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;21;Celibataire;Exerce profession;Employe de bureau;Non;0;0;Non;Non;Non;120;Non;0;Non;Non;Pas assez
H;44;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;3;Non;Non;Oui;360;Non;180;Non;Non;Pas assez
H;59;Celibataire;Chomeur;Ouvrier qualifie;Non;7;2;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
H;79;Marie;Au foyer;Non concerne;Non;1;1;Oui;Non;Non;240;Non;0;Non;Non;Comme il faut
F;59;Marie;Retraite;Cadre;Non;2;3;Oui;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
H;44;Marie;Autre inactif;Ouvrier specialise;Non;13;2;Oui;Oui;Non;360;Non;0;Non;Non;Comme il faut
H;66;Marie;Retraite;Technicien;Non;1;3;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;32;Celibataire;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;60;Oui;60;Non;Non;Comme il faut
F;69;Marie;Retraite;Employe de bureau;Non;4;3;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;70;Marie;Retraite;Ouvrier specialise;Non;9;3;Oui;Non;Non;180;Non;0;Non;Non;Pas assez
F;52;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;47;Marie;Exerce profession;Non concerne;Non;3;3;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
H;48;Veuf;Exerce profession;Profession intermediaire;Non;2;3;Oui;Oui;Oui;240;Non;0;Non;Non;Pas assez
F;37;Marie;Exerce profession;Non concerne;Non;1;2;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Non concerne;Non;2;5;Non;Oui;Non;180;Non;0;Non;Oui;Comme il faut
F;51;Marie;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;65;Marie;Retraite;Employe de bureau;Non;4;3;Oui;Non;Non;85,71;Non;120;Non;Non;Comme il faut
H;54;Divorce;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;24;Celibataire;Chomeur;Non concerne;Non;1;0;Oui;Oui;Oui;240;Non;60;Non;Non;Comme il faut
H;43;Marie;Exerce profession;Autre;Non;3;0;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;74;Marie;Au foyer;Non concerne;Non;3;6;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;20;Celibataire;Exerce profession;Autre;Non;1;0;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
H;55;Divorce;Chomeur;Ouvrier qualifie;Non;9;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;19;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Non;51,43;Non;0;Non;Non;Comme il faut
F;38;Marie;Exerce profession;Employe de bureau;Non;3;2;Oui;Oui;Non;180;Non;0;Non;Oui;Comme il faut
F;48;Marie;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;59;Marie;Retraite;Employe de bureau;Non;1;2;Non;Non;Non;51,43;Non;0;Non;Non;Comme il faut
F;31;Celibataire;Exerce profession;Employe de bureau;Non;8;2;Oui;Oui;Oui;120;Non;0;Non;Oui;Pas assez
F;60;Marie;Autre inactif;Non concerne;Non;5;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;50;Celibataire;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Ouvrier qualifie;Non;2;3;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
H;69;Marie;Retraite;Ouvrier qualifie;Non;5;8;Non;Non;Non;0;Non;120;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Ouvrier specialise;Non;7;2;Non;Oui;Oui;25,71;Non;0;Non;Non;Pas assez
H;51;Divorce;Exerce profession;Ouvrier qualifie;Non;7;1;Non;Oui;Non;180;Non;60;Non;Non;Pas assez
H;74;Veuf;Retraite;Cadre;Non;1;3;Non;Non;Non;0;Non;120;Non;Non;Comme il faut
H;38;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;67;Marie;Retraite;Employe de bureau;Non;9;2;Oui;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;59;Marie;Autre inactif;Ouvrier specialise;Non;1;3;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;37;Marie;Exerce profession;Cadre;Non;4;2;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;56;Marie;Exerce profession;Cadre;Reprise de formation;5;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Profession intermediaire;Non;2;1;Oui;Non;Oui;85,71;Non;0;Non;Non;Comme il faut
H;61;Marie;Retraite;Cadre;Non;8;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;20;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;70;Marie;Retraite;Employe de bureau;Non;2;3;Oui;Non;Non;300;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Non concerne;Non;2;3;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;61;Marie;Au foyer;Non concerne;Non;5;1;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;72;Marie;Retraite;Ouvrier specialise;Non;3;2;Oui;Non;Non;300;Non;0;Non;Non;Comme il faut
F;59;Divorce;Chomeur;Ouvrier qualifie;Non;6;0;Non;Oui;Non;180;Non;0;Non;Oui;Pas assez
H;86;Marie;Retraite;Ouvrier qualifie;Non;11;5;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
F;66;Marie;Autre inactif;Non concerne;Non;4;2;Non;Oui;Oui;0;Non;0;Non;Non;Comme il faut
F;56;Marie;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;56;Marie;Autre inactif;Employe de bureau;Non;3;1;Oui;Oui;Oui;120;Non;120;Non;Non;Pas assez
F;25;Marie;Exerce profession;Ouvrier specialise;Non;1;2;Oui;Oui;Non;120;Non;0;Non;Oui;Comme il faut
F;57;Divorce;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;74;Veuf;Retraite;Employe de bureau;Non;3;1;Non;Non;Non;120;Non;0;Non;Non;Pas assez
H;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Non concerne;Non;1;3;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Employe de bureau;Non;7;3;Oui;Non;Non;34,29;Non;0;Non;Non;Comme il faut
H;43;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;27;Marie;Chomeur;Employe de bureau;Non;2;1;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;42;Marie;Exerce profession;Employe de bureau;Non;3;3;Oui;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
F;52;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;48;Marie;Chomeur;Autre;Non;1;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Ouvrier qualifie;Non;10;0;Non;Oui;Non;60;Non;0;Oui;Oui;Comme il faut
H;48;Marie;Exerce profession;Technicien;Non;2;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;54;Marie;Exerce profession;Employe de bureau;Non;3;3;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;53;Marie;Exerce profession;Ouvrier qualifie;Non;13;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;40;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Non;Non;0;Non;0;Non;Non;Pas assez
H;52;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Oui;Non;274,29;Non;0;Non;Non;Pas assez
F;47;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Non;102,86;Non;0;Non;Oui;Comme il faut
H;56;Marie;Exerce profession;Ouvrier qualifie;Non;9;3;Non;Oui;Non;180;Non;0;Non;Oui;Comme il faut
H;62;Marie;Retraite;Ouvrier specialise;Non;0;6;Oui;Non;Non;0;Non;60;Non;Non;Comme il faut
F;55;Divorce;Chomeur;Ouvrier specialise;Non;3;3;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
F;54;Divorce;Exerce profession;Technicien;Non;1;1;Oui;Non;Non;0;Non;0;Non;Non;Pas assez
H;48;Marie;Exerce profession;Ouvrier qualifie;Non;1;2;Oui;Non;Non;17,14;Non;0;Non;Non;Comme il faut
F;31;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;128,57;Non;128,57;Non;Non;Comme il faut
F;60;Marie;Autre inactif;Ouvrier qualifie;Non;1;1;Oui;Oui;Non;171,43;Non;0;Non;Non;Comme il faut
H;34;Marie;Exerce profession;Cadre;Non;3;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;22;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Oui;Non;Oui;68,57;Non;0;Non;Non;Comme il faut
H;35;Celibataire;Exerce profession;Ouvrier qualifie;Non;0;2;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;0;Non;0;Non;Non;Pas assez
H;44;Divorce;Exerce profession;Ouvrier qualifie;Non;6;2;Non;Non;Non;85,71;Non;0;Non;Non;Comme il faut
F;52;Marie;Exerce profession;Technicien;Non;2;2;Oui;Non;Oui;120;Non;0;Non;Non;Pas assez
F;54;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;37;Celibataire;Chomeur;Profession intermediaire;Non;2;0;Oui;Oui;Oui;420;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Employe de bureau;Non;1;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;65;Marie;Retraite;Profession intermediaire;Non;2;1;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;70;Marie;Autre inactif;Non concerne;Non;6;6;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;88;Veuf;Retraite;Non concerne;Non;1;5;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;29;Marie;Chomeur;Employe de bureau;Non;1;1;Oui;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;44;Marie;Autre inactif;Profession intermediaire;Non;0;5;Non;Oui;Non;180;Non;0;Oui;Oui;Comme il faut
F;69;Marie;Retraite;Non concerne;Non;7;2;Oui;Oui;Non;420;Non;0;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Oui;Oui;Non;600;Non;0;Non;Non;Comme il faut
F;26;Marie;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;44;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Oui;60;Non;0;Non;Oui;Pas assez
F;76;Veuf;Retraite;Non concerne;Non;2;2;Oui;Non;Non;240;Non;0;Non;Non;Pas assez
F;59;Marie;Autre inactif;Employe de bureau;Non;5;4;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
F;75;Marie;Au foyer;Technicien;Non;3;3;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;66;Divorce;Au foyer;Non concerne;Non;5;3;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
F;40;Marie;Exerce profession;Autre;Non;2;2;Non;Non;Non;180;Non;0;Non;Oui;Comme il faut
F;50;Marie;Exerce profession;Non concerne;Non;2;0;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;69;Marie;Retraite;Ouvrier specialise;Non;4;2;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Non;Oui;120;Oui;25,71;Non;Non;Comme il faut
F;40;Marie;Chomeur;Employe de bureau;Non;1;2;Non;Oui;Oui;0;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Cadre;Non;1;2;Oui;Oui;Non;240;Non;0;Non;Oui;Comme il faut
F;47;Marie;Exerce profession;Cadre;Non;2;3;Oui;Oui;Non;60;Non;0;Non;Non;Pas assez
F;73;Veuf;Au foyer;Non concerne;Non;1;1;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
H;55;Marie;Exerce profession;Cadre;Non;1;3;Oui;Non;Oui;0;Non;0;Non;Non;Pas assez
H;68;Marie;Retraite;Cadre;Non;3;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;52;Marie;Exerce profession;Cadre;Non;4;3;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;27;Marie;Exerce profession;Ouvrier qualifie;Non;2;2;Oui;Non;Non;240;Non;0;Non;Non;Comme il faut
H;62;Marie;Retraite;Profession intermediaire;Non;1;1;Non;Non;Non;0;Non;0;Non;Oui;Comme il faut
H;28;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;62;Marie;Autre inactif;Non concerne;Non;6;6;Non;Non;Non;300;Non;0;Non;Non;Pas assez
F;47;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Non;8;Non;0;Non;Non;Comme il faut
H;71;Veuf;Au foyer;Non concerne;Non;5;2;Non;Oui;Oui;180;Non;0;Non;Non;Pas assez
H;38;Marie;Exerce profession;Ouvrier qualifie;Non;9;2;Non;Oui;Non;180;Non;0;Oui;Non;Comme il faut
F;81;Marie;Autre inactif;Autre;Non;1;3;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
H;52;Marie;Exerce profession;Non concerne;Non;1;3;Oui;Non;Oui;85,71;Non;42,86;Non;Non;Comme il faut
F;46;Marie;Autre inactif;Autre;Non;0;1;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
H;40;Marie;Exerce profession;Autre;Non;1;4;Non;Oui;Non;180;Non;120;Non;Non;Comme il faut
F;59;Veuf;Retraite;Employe de bureau;Non;1;2;Non;Non;Non;0;Non;0;Non;Non;Pas assez
F;31;Celibataire;Chomeur;Employe de bureau;Non;2;1;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
H;71;Veuf;Retraite;Non concerne;Non;3;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;28;Marie;Exerce profession;Employe de bureau;Reprise de formation;2;1;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;52;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
H;60;Veuf;Exerce profession;Cadre;Non;4;2;Non;Non;Oui;8,57;Non;0;Non;Oui;Comme il faut
F;55;Marie;Retraite;Employe de bureau;Non;5;2;Non;Oui;Oui;60;Non;0;Non;Non;Pas assez
H;72;Veuf;Retraite;Cadre;Non;1;2;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;76;Veuf;Au foyer;Non concerne;Non;1;0;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
H;22;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Non concerne;Non;3;2;Oui;Non;Non;17,14;Non;0;Non;Oui;Comme il faut
H;25;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Non concerne;Non;9;1;Oui;Oui;Oui;25,71;Non;0;Non;Non;Comme il faut
F;41;Marie;Autre inactif;Non concerne;Non;1;4;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Non concerne;Non;3;2;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;60;Veuf;Retraite;Cadre;Non;1;2;Oui;Non;Oui;120;Non;0;Non;Non;Pas assez
H;63;Marie;Retraite;Cadre;Non;2;3;Non;Non;Non;240;Non;0;Non;Non;Pas assez
F;64;Veuf;Autre inactif;Ouvrier qualifie;Non;8;6;Non;Oui;Non;300;Non;0;Non;Non;Pas assez
H;57;Marie;Autre inactif;Ouvrier qualifie;Non;7;3;Non;Non;Non;240;Non;120;Non;Oui;Comme il faut
H;47;Marie;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;32;Celibataire;Exerce profession;Ouvrier specialise;Non;4;0;Non;Non;Oui;0;Non;0;Non;Oui;Comme il faut
F;69;Celibataire;Retraite;Cadre;Non;1;0;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;48;Divorce;Autre inactif;Employe de bureau;Non;5;1;Non;Oui;Non;600;Non;0;Non;Oui;Comme il faut
